student_id,branch,cgpa,backlogs,placed,company,package_lpa,company_tier,placement_year,offers_count
1076,CSE,9.54,2,Yes,Cognizant,5.6,Tier 2,2022,1
1077,CSE,9.09,0,Yes,Accenture,5.7,Tier 2,2022,1
1078,CSE,5.04,0,No,,0,,2022,0
1079,CSE,7.1,3,Yes,Wipro,7.6,Tier 2,2022,1
1080,CSE,8.65,0,Yes,Adobe,20.7,Tier 1,2022,1
1081,ECE,7.18,2,No,,0,,2022,0
1082,ECE,7.14,1,No,,0,,2022,0
1083,ECE,6.7,0,No,,0,,2022,0
1084,ECE,6.28,0,Yes,NextGen Systems,4.3,Tier 3,2022,2
1085,ECE,5.57,0,No,,0,,2022,0
1086,ECE,7.13,0,Yes,Cognizant,7.4,Tier 2,2022,1
1087,ECE,8.45,0,Yes,Goldman Sachs,38.6,Tier 1,2022,1
1088,ECE,6.33,0,Yes,NextGen Systems,2.9,Tier 3,2022,1
1089,ECE,5.0,1,Yes,NextGen Systems,3.8,Tier 3,2022,1
1090,ECE,7.6,0,Yes,Infosys,7.4,Tier 2,2022,3
1091,ECE,7.32,0,Yes,TCS,6.3,Tier 2,2022,1
1092,ECE,7.92,2,No,,0,,2022,0
1093,ECE,6.99,0,Yes,TCS,7.9,Tier 2,2022,1
1094,ECE,6.14,0,No,,0,,2022,0
1095,ECE,6.79,0,No,,0,,2022,0
1096,ECE,6.04,0,Yes,NextGen Systems,4.5,Tier 3,2022,1
1097,ECE,5.0,2,No,,0,,2022,0
1098,ECE,5.68,1,No,,0,,2022,0
1099,ECE,7.87,2,No,,0,,2022,0
1100,ECE,5.99,0,Yes,NextGen Systems,3.1,Tier 3,2022,1
1101,ECE,7.42,0,Yes,Infosys,5.4,Tier 2,2022,2
1102,ECE,5.95,0,No,,0,,2022,0
1103,ECE,7.71,1,No,,0,,2022,0
1104,ECE,7.81,0,Yes,Cognizant,4.3,Tier 2,2022,1
1105,ECE,7.74,1,No,,0,,2022,0
1106,ECE,6.25,0,No,,0,,2022,0
1107,ECE,6.09,2,No,,0,,2022,0
1108,ECE,6.63,0,No,,0,,2022,0
1109,ECE,7.9,1,No,,0,,2022,0
1110,ECE,6.03,2,No,,0,,2022,0
1111,ECE,7.02,0,No,,0,,2022,0
1112,ECE,8.46,1,No,,0,,2022,0
1113,ECE,8.53,3,No,,0,,2022,0
1114,ECE,5.12,2,No,,0,,2022,0
1115,ECE,6.96,0,No,,0,,2022,0
1116,ECE,6.81,0,Yes,Cognizant,5.6,Tier 2,2022,1
1117,ECE,7.28,1,No,,0,,2022,0
1118,ECE,6.13,0,Yes,NextGen Systems,2.6,Tier 3,2022,1
1119,ECE,7.95,0,No,,0,,2022,0
1120,ECE,6.97,0,Yes,TCS,7.1,Tier 2,2022,1
1121,ECE,7.29,0,No,,0,,2022,0
1122,ECE,8.44,0,Yes,Capgemini,7.6,Tier 2,2022,1
1123,ECE,7.31,0,No,,0,,2022,0
1124,ECE,6.55,2,No,,0,,2022,0
1125,ECE,8.09,2,Yes,Capgemini,5.2,Tier 2,2022,1
1126,ECE,6.62,1,Yes,TCS,8.0,Tier 2,2022,1
1127,ECE,6.91,0,No,,0,,2022,0
1128,ECE,7.07,0,No,,0,,2022,0
1129,ECE,8.34,0,Yes,Cognizant,7.5,Tier 2,2022,1
1130,ECE,7.29,0,No,,0,,2022,0
1131,ECE,8.05,1,No,,0,,2022,0
1132,ECE,7.01,0,Yes,Wipro,5.6,Tier 2,2022,2
1133,ECE,7.27,0,Yes,Accenture,7.1,Tier 2,2022,2
1134,ECE,9.77,0,Yes,Microsoft,25.6,Tier 1,2022,2
1135,ECE,7.15,0,No,,0,,2022,0
1136,ECE,8.09,0,Yes,Infosys,7.6,Tier 2,2022,1
1137,ECE,5.35,1,No,,0,,2022,0
1138,ECE,7.33,0,No,,0,,2022,0
1139,ECE,7.85,1,Yes,Cognizant,6.8,Tier 2,2022,1
1140,ECE,7.63,0,No,,0,,2022,0
1141,ECE,6.23,0,Yes,NextGen Systems,2.9,Tier 3,2022,1
1142,Mechanical,6.88,1,No,,0,,2022,0
1143,Mechanical,6.94,1,Yes,Accenture,7.0,Tier 2,2022,1
1144,Mechanical,6.53,3,No,,0,,2022,0
1145,Mechanical,6.9,0,No,,0,,2022,0
1146,Mechanical,8.2,0,Yes,Wipro,7.5,Tier 2,2022,1
1147,Mechanical,8.75,0,No,,0,,2022,0
1148,Mechanical,8.78,0,Yes,Google,22.6,Tier 1,2022,1
1149,Mechanical,7.55,0,Yes,Capgemini,4.3,Tier 2,2022,1
1150,Mechanical,6.79,0,No,,0,,2022,0
1151,Mechanical,6.03,0,No,,0,,2022,0
1152,Mechanical,9.9,0,No,,0,,2022,0
1153,Mechanical,7.4,0,Yes,Cognizant,5.5,Tier 2,2022,2
1154,Mechanical,8.52,0,Yes,Infosys,7.1,Tier 2,2022,2
1155,Mechanical,7.16,0,No,,0,,2022,0
1156,Mechanical,7.65,0,Yes,Cognizant,5.5,Tier 2,2022,1
1157,Mechanical,7.4,1,No,,0,,2022,0
1158,Mechanical,8.91,1,No,,0,,2022,0
1159,Mechanical,7.56,1,No,,0,,2022,0
1160,Mechanical,5.7,0,No,,0,,2022,0
1161,Mechanical,5.76,1,Yes,RegionalTech Solutions,3.7,Tier 3,2022,1
1162,Mechanical,5.28,1,No,,0,,2022,0
1163,Mechanical,6.05,0,No,,0,,2022,0
1164,Mechanical,7.66,0,No,,0,,2022,0
1165,Mechanical,5.83,2,No,,0,,2022,0
1166,Mechanical,7.77,0,Yes,Capgemini,8.2,Tier 2,2022,1
1167,Mechanical,5.0,3,No,,0,,2022,0
1168,Mechanical,5.97,0,Yes,RegionalTech Solutions,3.5,Tier 3,2022,2
1169,Mechanical,6.37,3,No,,0,,2022,0
1170,Mechanical,7.52,1,No,,0,,2022,0
1171,Mechanical,6.09,0,Yes,RegionalTech Solutions,3.9,Tier 3,2022,1
1172,Mechanical,7.41,0,No,,0,,2022,0
1173,Mechanical,7.74,0,Yes,Cognizant,8.3,Tier 2,2022,1
1174,Mechanical,5.92,1,Yes,RegionalTech Solutions,3.3,Tier 3,2022,2
1175,Mechanical,7.6,1,No,,0,,2022,0
1176,Mechanical,8.16,1,Yes,Wipro,6.2,Tier 2,2022,1
1177,Mechanical,7.02,3,No,,0,,2022,0
1178,Mechanical,6.67,0,Yes,Accenture,6.0,Tier 2,2022,1
1179,Mechanical,7.53,0,No,,0,,2022,0
1180,Mechanical,9.28,0,Yes,Amazon,27.5,Tier 1,2022,2
1181,Mechanical,5.96,0,Yes,NextGen Systems,3.5,Tier 3,2022,1
1182,Mechanical,7.34,2,No,,0,,2022,0
1183,Mechanical,6.88,0,No,,0,,2022,0
1184,Mechanical,9.12,0,No,,0,,2022,0
1185,Mechanical,7.01,0,No,,0,,2022,0
1186,Mechanical,8.11,0,Yes,Wipro,5.7,Tier 2,2022,1
1187,Mechanical,7.29,2,No,,0,,2022,0
1188,Mechanical,6.13,3,No,,0,,2022,0
1189,Mechanical,5.59,0,Yes,RegionalTech Solutions,3.3,Tier 3,2022,1
1190,Mechanical,8.65,1,No,,0,,2022,0
1191,Mechanical,8.48,0,Yes,Cognizant,4.5,Tier 2,2022,1
1192,Mechanical,7.05,2,Yes,Capgemini,8.8,Tier 2,2022,1
1193,Mechanical,8.91,0,Yes,Amazon,40.6,Tier 1,2022,1
1194,Mechanical,8.07,2,No,,0,,2022,0
1195,Mechanical,6.49,1,No,,0,,2022,0
1196,Mechanical,8.8,0,Yes,Infosys,7.7,Tier 2,2022,1
1197,Mechanical,6.74,0,No,,0,,2022,0
1198,Mechanical,7.4,0,No,,0,,2022,0
1199,Mechanical,7.48,1,Yes,Infosys,5.2,Tier 2,2022,1
1200,Mechanical,7.01,0,No,,0,,2022,0
1201,Mechanical,7.49,0,Yes,Cognizant,8.6,Tier 2,2022,1
1202,Mechanical,7.82,0,Yes,Wipro,7.3,Tier 2,2022,1
1203,Mechanical,8.19,0,Yes,Wipro,8.9,Tier 2,2022,1
1204,Mechanical,6.47,0,No,,0,,2022,0
1205,Civil,7.2,0,Yes,Infosys,5.9,Tier 2,2022,1
1206,Civil,9.33,0,Yes,Goldman Sachs,23.2,Tier 1,2022,1
1207,Civil,5.67,1,Yes,RegionalTech Solutions,4.2,Tier 3,2022,1
1208,Civil,6.53,2,No,,0,,2022,0
1209,Civil,7.45,0,Yes,Capgemini,7.8,Tier 2,2022,1
1210,Civil,9.16,1,Yes,Capgemini,7.2,Tier 2,2022,1
1211,Civil,6.77,0,No,,0,,2022,0
1212,Civil,8.31,0,Yes,Microsoft,38.6,Tier 1,2022,2
1213,Civil,7.95,0,Yes,Cognizant,8.8,Tier 2,2022,1
1214,Civil,6.46,0,No,,0,,2022,0
1215,Civil,7.61,0,No,,0,,2022,0
1216,Civil,6.03,0,No,,0,,2022,0
1217,Civil,6.69,1,No,,0,,2022,0
1218,Civil,6.22,0,Yes,Local Startup Inc,3.4,Tier 3,2022,1
1219,Civil,6.43,0,No,,0,,2022,0
1220,Civil,5.75,2,Yes,Local Startup Inc,3.7,Tier 3,2022,1
1221,Civil,8.12,0,No,,0,,2022,0
1222,Civil,6.86,0,Yes,Capgemini,6.0,Tier 2,2022,2
1223,Civil,8.9,0,Yes,Infosys,5.9,Tier 2,2022,1
1224,Civil,9.25,0,No,,0,,2022,0
1225,Civil,6.75,0,No,,0,,2022,0
1226,Civil,5.91,2,No,,0,,2022,0
1227,Civil,7.96,2,Yes,Infosys,6.2,Tier 2,2022,1
1228,Civil,5.88,3,No,,0,,2022,0
1229,Civil,8.56,0,No,,0,,2022,0
1230,Civil,8.18,0,Yes,TCS,8.7,Tier 2,2022,1
1231,Civil,7.42,0,No,,0,,2022,0
1232,Civil,6.77,3,Yes,Infosys,7.9,Tier 2,2022,1
1233,Civil,7.77,0,No,,0,,2022,0
1234,Civil,9.19,1,Yes,Accenture,4.0,Tier 2,2022,2
1235,Civil,7.59,0,Yes,Capgemini,8.3,Tier 2,2022,1
1236,Civil,6.72,0,Yes,Accenture,5.6,Tier 2,2022,2
1237,Civil,7.37,1,No,,0,,2022,0
1238,Civil,7.52,1,No,,0,,2022,0
1239,Civil,7.43,0,Yes,TCS,7.6,Tier 2,2022,2
1240,Civil,5.9,2,No,,0,,2022,0
1241,Civil,6.7,0,No,,0,,2022,0
1242,Civil,8.7,1,Yes,Capgemini,8.5,Tier 2,2022,1
1243,Civil,7.6,0,Yes,Capgemini,6.9,Tier 2,2022,1
1244,Civil,7.4,1,Yes,Wipro,6.3,Tier 2,2022,1
1245,Civil,6.8,1,No,,0,,2022,0
1246,Civil,6.89,1,No,,0,,2022,0
1247,Civil,7.06,0,Yes,Cognizant,6.0,Tier 2,2022,1
1248,Civil,6.45,1,No,,0,,2022,0
1249,Civil,6.88,3,No,,0,,2022,0
1250,Civil,7.98,0,Yes,Cognizant,4.5,Tier 2,2022,1
1251,Civil,7.06,0,No,,0,,2022,0
1252,Civil,5.19,0,No,,0,,2022,0
1253,Civil,7.94,1,No,,0,,2022,0
1254,Civil,7.91,2,No,,0,,2022,0
1255,Civil,8.66,0,Yes,Infosys,8.2,Tier 2,2022,1
1256,Civil,6.91,0,No,,0,,2022,0
1257,Civil,7.87,0,Yes,Accenture,7.1,Tier 2,2022,1
1258,Civil,7.79,0,Yes,Capgemini,5.3,Tier 2,2022,2
1259,Civil,7.93,0,Yes,Infosys,6.8,Tier 2,2022,1
1260,Civil,8.75,0,Yes,Adobe,21.5,Tier 1,2022,1
1261,Civil,6.32,0,No,,0,,2022,0
1262,Civil,7.68,1,No,,0,,2022,0
1263,Civil,7.51,0,No,,0,,2022,0
1264,Civil,7.38,1,Yes,Cognizant,7.0,Tier 2,2022,1
1265,Civil,6.54,0,Yes,Capgemini,7.4,Tier 2,2022,1
1266,Civil,7.59,0,No,,0,,2022,0
1267,Civil,8.26,0,Yes,Infosys,7.8,Tier 2,2022,1
1268,Civil,7.51,1,Yes,Cognizant,7.7,Tier 2,2022,1
1269,Civil,7.68,1,No,,0,,2022,0
1270,Civil,8.16,1,No,,0,,2022,0
1271,Civil,9.17,0,Yes,Accenture,6.1,Tier 2,2022,2
1272,Civil,8.16,0,No,,0,,2022,0
1273,Civil,6.92,3,No,,0,,2022,0
1274,Civil,8.29,2,No,,0,,2022,0
1275,Civil,6.81,0,Yes,Cognizant,6.6,Tier 2,2022,1
1276,Civil,6.23,0,Yes,RegionalTech Solutions,4.1,Tier 3,2022,1
1277,Civil,8.58,0,Yes,Microsoft,22.1,Tier 1,2022,2
1278,Civil,7.92,0,Yes,Capgemini,4.4,Tier 2,2022,1
1279,Civil,8.67,0,Yes,Accenture,7.2,Tier 2,2022,1
1280,Civil,6.73,3,No,,0,,2022,0
1281,Civil,8.14,0,Yes,Wipro,7.0,Tier 2,2022,1
1282,Civil,7.03,0,Yes,TCS,4.3,Tier 2,2022,1
1283,Civil,7.42,2,No,,0,,2022,0
1284,Civil,6.82,0,No,,0,,2022,0
1285,Civil,5.84,1,No,,0,,2022,0
1286,Civil,7.52,0,No,,0,,2022,0
1287,Electrical,7.77,0,No,,0,,2022,0
1288,Electrical,8.59,0,No,,0,,2022,0
1289,Electrical,8.83,0,No,,0,,2022,0
1290,Electrical,5.0,0,No,,0,,2022,0
1291,Electrical,8.54,0,Yes,Amazon,35.4,Tier 1,2022,2
1292,Electrical,7.12,0,No,,0,,2022,0
1293,Electrical,6.7,0,Yes,Capgemini,8.8,Tier 2,2022,1
1294,Electrical,8.05,0,Yes,Capgemini,4.7,Tier 2,2022,1
1295,Electrical,5.51,1,No,,0,,2022,0
1296,Electrical,9.53,0,No,,0,,2022,0
1297,Electrical,6.81,1,No,,0,,2022,0
1298,Electrical,8.2,1,No,,0,,2022,0
1299,Electrical,7.08,0,No,,0,,2022,0
1300,Electrical,5.53,0,No,,0,,2022,0
1301,Electrical,6.75,0,No,,0,,2022,0
1302,Electrical,7.73,0,Yes,TCS,5.5,Tier 2,2022,1
1303,Electrical,7.51,0,No,,0,,2022,0
1304,Electrical,5.93,0,No,,0,,2022,0
1305,Electrical,8.29,0,Yes,Capgemini,7.9,Tier 2,2022,1
1306,Electrical,6.13,1,Yes,RegionalTech Solutions,3.2,Tier 3,2022,1
1307,Electrical,6.65,0,No,,0,,2022,0
1308,Electrical,5.0,1,No,,0,,2022,0
1309,Electrical,7.39,1,No,,0,,2022,0
1310,Electrical,9.9,0,Yes,Amazon,38.3,Tier 1,2022,1
1311,Electrical,6.05,0,Yes,RegionalTech Solutions,2.6,Tier 3,2022,1
1312,Electrical,7.18,0,Yes,Capgemini,8.2,Tier 2,2022,2
1313,Electrical,7.74,1,Yes,Infosys,8.2,Tier 2,2022,2
1314,Electrical,6.47,0,No,,0,,2022,0
1315,Electrical,8.13,2,No,,0,,2022,0
1316,Electrical,5.11,0,No,,0,,2022,0
1317,Electrical,6.86,0,Yes,Capgemini,7.2,Tier 2,2022,1
1318,Electrical,7.5,1,Yes,Cognizant,7.5,Tier 2,2022,1
1319,Electrical,8.31,0,Yes,Microsoft,31.5,Tier 1,2022,1
1320,Electrical,8.52,1,No,,0,,2022,0
1321,Electrical,7.89,0,Yes,Accenture,6.3,Tier 2,2022,1
1322,Electrical,7.78,0,No,,0,,2022,0
1323,Electrical,7.04,0,Yes,Cognizant,4.0,Tier 2,2022,1
1324,Electrical,7.09,0,No,,0,,2022,0
1325,Electrical,7.83,0,Yes,Accenture,6.5,Tier 2,2022,3
1326,Electrical,8.71,3,No,,0,,2022,0
1327,Electrical,6.24,0,No,,0,,2022,0
1328,Electrical,7.99,0,Yes,Wipro,5.2,Tier 2,2022,2
1329,Electrical,6.92,0,No,,0,,2022,0
1330,Electrical,6.77,0,Yes,Capgemini,4.9,Tier 2,2022,1
1331,Electrical,7.42,1,No,,0,,2022,0
1332,Electrical,5.99,1,Yes,RegionalTech Solutions,2.6,Tier 3,2022,2
1333,Electrical,7.78,2,No,,0,,2022,0
1334,Electrical,9.06,0,Yes,Google,37.6,Tier 1,2022,2
1335,Electrical,7.57,1,No,,0,,2022,0
1336,Electrical,8.16,0,Yes,Cognizant,7.7,Tier 2,2022,1
1337,Electrical,8.06,3,No,,0,,2022,0
1338,Electrical,6.53,0,No,,0,,2022,0
1339,Electrical,5.24,1,Yes,Local Startup Inc,3.6,Tier 3,2022,1
1340,Electrical,6.96,0,Yes,Wipro,6.2,Tier 2,2022,1
1341,Electrical,7.07,0,Yes,Wipro,7.1,Tier 2,2022,2
1342,Electrical,6.55,0,No,,0,,2022,0
1343,Electrical,7.3,1,No,,0,,2022,0
1344,Electrical,6.83,0,No,,0,,2022,0
1345,Electrical,7.35,1,No,,0,,2022,0
1346,Electrical,7.43,0,Yes,Capgemini,5.8,Tier 2,2022,1
1347,Electrical,6.14,0,No,,0,,2022,0
1348,Electrical,8.16,2,No,,0,,2022,0
1349,Electrical,7.32,0,Yes,Infosys,8.8,Tier 2,2022,1
1350,Electrical,5.77,0,Yes,NextGen Systems,2.7,Tier 3,2022,1
1351,Electrical,7.47,0,No,,0,,2022,0
1352,Electrical,5.5,1,No,,0,,2022,0
1353,Electrical,7.38,0,Yes,TCS,8.1,Tier 2,2022,2
1354,Electrical,7.77,3,No,,0,,2022,0
1355,Electrical,6.35,0,Yes,Local Startup Inc,3.9,Tier 3,2022,1
1356,Electrical,5.7,2,No,,0,,2022,0
1357,Electrical,7.56,0,Yes,Cognizant,4.1,Tier 2,2022,1
1358,Electrical,5.94,0,Yes,NextGen Systems,2.8,Tier 3,2022,2
1359,Electrical,7.5,0,No,,0,,2022,0
1360,Electrical,6.93,0,Yes,Accenture,4.4,Tier 2,2022,1
1361,Electrical,8.75,0,No,,0,,2022,0
1362,Electrical,6.93,0,No,,0,,2022,0
1363,Electrical,7.5,0,No,,0,,2022,0
1364,Electrical,5.66,0,No,,0,,2022,0
1365,Electrical,7.73,0,Yes,Capgemini,5.1,Tier 2,2022,1
1366,Electrical,7.39,2,No,,0,,2022,0
1367,IT,7.67,0,Yes,Wipro,7.1,Tier 2,2022,1
1368,IT,6.51,0,No,,0,,2022,0
1369,IT,5.98,0,No,,0,,2022,0
1370,IT,6.41,2,No,,0,,2022,0
1371,IT,7.48,2,Yes,Accenture,5.3,Tier 2,2022,2
1372,IT,7.05,0,Yes,TCS,6.5,Tier 2,2022,1
1373,IT,6.57,3,No,,0,,2022,0
1374,IT,6.55,1,No,,0,,2022,0
1375,IT,7.07,0,Yes,Infosys,5.7,Tier 2,2022,1
1376,IT,7.61,0,No,,0,,2022,0
1377,IT,5.82,0,Yes,NextGen Systems,3.6,Tier 3,2022,2
1378,IT,9.9,0,Yes,Google,16.5,Tier 1,2022,1
1379,IT,9.27,0,No,,0,,2022,0
1380,IT,6.46,2,No,,0,,2022,0
1381,IT,8.81,0,Yes,Amazon,29.9,Tier 1,2022,3
1382,IT,6.49,0,Yes,Local Startup Inc,2.9,Tier 3,2022,1
1383,IT,6.99,0,No,,0,,2022,0
1384,IT,7.48,1,Yes,TCS,6.2,Tier 2,2022,1
1385,IT,8.51,1,Yes,Accenture,6.8,Tier 2,2022,1
1386,IT,6.01,0,Yes,RegionalTech Solutions,4.0,Tier 3,2022,1
1387,IT,6.59,1,Yes,Cognizant,5.9,Tier 2,2022,3
1388,IT,9.9,3,No,,0,,2022,0
1389,IT,6.79,0,Yes,TCS,4.7,Tier 2,2022,1
1390,IT,7.66,0,Yes,Accenture,8.5,Tier 2,2022,1
1391,IT,8.83,0,Yes,Accenture,5.7,Tier 2,2022,1
1392,IT,9.16,1,Yes,Wipro,6.4,Tier 2,2022,2
1393,IT,8.18,0,Yes,Capgemini,8.4,Tier 2,2022,1
1394,IT,7.3,0,Yes,Capgemini,7.9,Tier 2,2022,1
1395,IT,7.44,1,No,,0,,2022,0
1396,IT,5.78,0,No,,0,,2022,0
1397,IT,5.66,0,No,,0,,2022,0
1398,IT,5.76,0,No,,0,,2022,0
1399,IT,7.37,0,Yes,Cognizant,6.5,Tier 2,2022,1
1400,IT,7.34,0,Yes,Capgemini,4.3,Tier 2,2022,2
1401,IT,7.68,0,Yes,Wipro,8.8,Tier 2,2022,1
1402,IT,7.77,0,Yes,Capgemini,7.9,Tier 2,2022,1
1403,IT,6.91,1,No,,0,,2022,0
1404,IT,5.65,0,Yes,Local Startup Inc,4.4,Tier 3,2022,1
1405,IT,9.08,1,Yes,Cognizant,5.7,Tier 2,2022,1
1406,IT,6.99,2,No,,0,,2022,0
1407,IT,7.12,1,Yes,Wipro,8.8,Tier 2,2022,3
1408,IT,7.75,1,Yes,Capgemini,4.4,Tier 2,2022,1
1409,IT,8.63,1,Yes,Wipro,8.7,Tier 2,2022,2
1410,IT,6.46,1,Yes,NextGen Systems,3.0,Tier 3,2022,1
1411,IT,9.47,0,Yes,Goldman Sachs,18.0,Tier 1,2022,1
1412,IT,7.95,1,Yes,Infosys,6.0,Tier 2,2022,1
1413,IT,9.27,0,Yes,Google,42.2,Tier 1,2022,3
1414,IT,6.3,0,No,,0,,2022,0
1415,IT,5.48,2,No,,0,,2022,0
1416,IT,6.81,0,No,,0,,2022,0
1417,IT,8.31,3,No,,0,,2022,0
1418,IT,9.41,0,No,,0,,2022,0
1419,IT,9.64,2,Yes,TCS,8.6,Tier 2,2022,1
1420,IT,6.61,0,Yes,Accenture,6.5,Tier 2,2022,1
1421,IT,9.19,0,Yes,Goldman Sachs,34.4,Tier 1,2022,1
1422,IT,6.39,1,Yes,RegionalTech Solutions,3.6,Tier 3,2022,1
1423,IT,7.23,2,No,,0,,2022,0
1424,IT,6.52,1,No,,0,,2022,0
1425,IT,8.6,0,Yes,Amazon,26.5,Tier 1,2022,1
1426,IT,8.05,0,Yes,Accenture,7.6,Tier 2,2022,1
1427,IT,8.8,1,Yes,Wipro,4.8,Tier 2,2022,1
1428,IT,7.32,1,No,,0,,2022,0
1429,IT,8.64,1,Yes,Wipro,7.1,Tier 2,2022,2
1430,IT,5.98,0,Yes,NextGen Systems,4.5,Tier 3,2022,1
1431,IT,6.0,2,No,,0,,2022,0
1432,IT,8.42,1,No,,0,,2022,0
1433,IT,7.32,0,No,,0,,2022,0
1434,IT,5.54,0,No,,0,,2022,0
1435,IT,5.61,0,No,,0,,2022,0
1436,CSE,9.07,0,Yes,Adobe,28.3,Tier 1,2023,1
1437,CSE,6.46,0,No,,0,,2023,0
1438,CSE,5.62,0,Yes,RegionalTech Solutions,3.4,Tier 3,2023,1
1439,CSE,8.35,1,No,,0,,2023,0
1440,CSE,7.63,0,No,,0,,2023,0
1441,CSE,7.16,0,Yes,TCS,8.7,Tier 2,2023,1
1442,CSE,5.75,0,No,,0,,2023,0
1443,CSE,8.31,1,No,,0,,2023,0
1444,CSE,7.42,3,No,,0,,2023,0
1445,CSE,5.0,0,No,,0,,2023,0
1446,CSE,8.86,2,Yes,Capgemini,8.4,Tier 2,2023,1
1447,CSE,8.66,0,No,,0,,2023,0
